Session_ID,Zone,Transformer_ID,EV_Type,Battery_Capacity_kWh,Arrival_SoC_perc,Target_SoC_perc,Energy_Requested_kWh,Charger_Type_kW,Plug_In_Time,Estimated_Plug_Out,Grid_Limit_Alert
SESS_01098,Indiranagar,TX_IND_002,4W,60.0,28.01,100,43.2,50.0,2026-05-04 18:44:00,2026-05-04 19:41:01,1
SESS_04411,Indiranagar,TX_IND_003,2W,2.9,21.99,100,2.26,3.3,2026-05-04 18:47:00,2026-05-04 19:32:14,1
SESS_01147,HSR Layout,TX_HSR_003,2W,3.7,14.56,90,2.79,3.3,2026-05-04 18:47:00,2026-05-04 19:42:49,1
SESS_01343,HSR Layout,TX_HSR_006,2W,2.9,15.64,90,2.16,3.3,2026-05-04 18:47:00,2026-05-04 19:30:07,1
SESS_04560,Hebbal,TX_HEB_004,2W,4.0,31.66,90,2.33,3.3,2026-05-04 18:47:00,2026-05-04 19:33:40,1
SESS_01875,Koramangala,TX_KOR_004,2W,2.9,29.38,80,1.47,3.3,2026-05-04 18:48:00,2026-05-04 19:17:21,1
SESS_00797,Indiranagar,TX_IND_005,2W,2.9,39.12,100,1.77,3.3,2026-05-04 18:48:00,2026-05-04 19:23:18,1
SESS_03623,Hebbal,TX_HEB_004,Commercial,80.0,28.15,90,49.48,80.0,2026-05-04 18:49:00,2026-05-04 19:29:49,1
SESS_00599,Electronic City,TX_ELE_002,2W,4.0,24.53,90,2.62,3.3,2026-05-04 18:49:00,2026-05-04 19:41:22,1
SESS_01071,Electronic City,TX_ELE_005,2W,2.9,5.0,100,2.76,3.3,2026-05-04 18:49:00,2026-05-04 19:44:06,1
SESS_03994,Koramangala,TX_KOR_002,4W,30.0,27.21,90,18.84,50.0,2026-05-04 18:52:00,2026-05-04 19:16:51,1
SESS_04973,Hebbal,TX_HEB_007,4W,30.0,8.98,80,21.31,7.2,2026-05-04 18:55:00,2026-05-04 22:10:18,1
SESS_04510,Hebbal,TX_HEB_005,4W,72.0,33.18,100,48.11,50.0,2026-05-04 18:56:00,2026-05-04 19:59:30,1
SESS_00975,Indiranagar,TX_IND_008,2W,4.0,39.93,80,1.6,3.3,2026-05-04 18:56:00,2026-05-04 19:28:03,1
SESS_03102,HSR Layout,TX_HSR_004,2W,3.7,12.12,100,3.25,3.3,2026-05-04 18:57:00,2026-05-04 20:02:01,1
SESS_01049,Hebbal,TX_HEB_002,2W,3.7,13.77,100,3.19,3.3,2026-05-04 18:57:00,2026-05-04 20:00:48,1
SESS_00129,Koramangala,TX_KOR_005,2W,3.7,22.64,100,2.86,3.3,2026-05-04 19:00:00,2026-05-04 19:57:14,1
SESS_01783,Hebbal,TX_HEB_005,2W,2.9,26.98,80,1.54,3.3,2026-05-04 19:01:00,2026-05-04 19:31:45,1
SESS_00479,HSR Layout,TX_HSR_001,4W,45.0,5.51,90,38.02,7.2,2026-05-04 19:04:00,2026-05-05 00:52:31,1
SESS_00034,Indiranagar,TX_IND_006,2W,4.0,26.41,80,2.14,3.3,2026-05-04 19:04:00,2026-05-04 19:46:52,1
SESS_01189,HSR Layout,TX_HSR_007,4W,30.0,30.42,80,14.88,25.0,2026-05-04 19:04:00,2026-05-04 19:43:16,1
SESS_04079,Koramangala,TX_KOR_007,2W,4.0,20.85,100,3.17,3.3,2026-05-04 19:05:00,2026-05-04 20:08:19,1
SESS_04024,Koramangala,TX_KOR_003,4W,72.0,21.28,100,56.68,7.2,2026-05-04 19:06:00,2026-05-05 03:45:33,1
SESS_02815,Koramangala,TX_KOR_008,2W,4.0,12.26,90,3.11,3.3,2026-05-04 19:06:00,2026-05-04 20:08:11,1
SESS_04947,Hebbal,TX_HEB_005,2W,3.7,24.7,80,2.05,3.3,2026-05-04 19:06:00,2026-05-04 19:46:55,1
SESS_03140,Hebbal,TX_HEB_006,2W,2.9,14.17,100,2.49,3.3,2026-05-04 19:07:00,2026-05-04 19:56:46,1
SESS_02646,Electronic City,TX_ELE_001,2W,3.7,34.67,90,2.05,3.3,2026-05-04 19:08:00,2026-05-04 19:48:56,1
SESS_04868,Hebbal,TX_HEB_003,Commercial,80.0,23.14,100,61.48,80.0,2026-05-04 19:08:00,2026-05-04 19:58:43,1
SESS_01952,HSR Layout,TX_HSR_010,2W,2.9,26.91,80,1.54,3.3,2026-05-04 19:10:00,2026-05-04 19:40:47,1
SESS_04060,Indiranagar,TX_IND_002,2W,2.9,20.24,90,2.02,3.3,2026-05-04 19:12:00,2026-05-04 19:52:27,1
SESS_02505,Hebbal,TX_HEB_007,4W,72.0,17.89,100,59.12,7.2,2026-05-04 19:12:00,2026-05-05 04:13:55,1
SESS_00690,Koramangala,TX_KOR_008,2W,2.9,36.39,100,1.84,3.3,2026-05-04 19:13:00,2026-05-04 19:49:53,1
SESS_00772,Indiranagar,TX_IND_008,4W,45.0,22.52,90,30.37,7.2,2026-05-04 19:15:00,2026-05-04 23:53:21,1
SESS_02467,Hebbal,TX_HEB_005,2W,2.9,32.18,80,1.39,3.3,2026-05-04 19:17:00,2026-05-04 19:44:44,1
SESS_04167,Indiranagar,TX_IND_004,2W,4.0,31.31,90,2.35,3.3,2026-05-04 19:17:00,2026-05-04 20:03:56,1
SESS_01291,Indiranagar,TX_IND_007,2W,2.9,36.44,100,1.84,3.3,2026-05-04 19:17:00,2026-05-04 19:53:52,1
SESS_00233,HSR Layout,TX_HSR_004,4W,45.0,20.35,80,26.84,7.2,2026-05-04 19:19:00,2026-05-04 23:25:02,1
SESS_04195,Indiranagar,TX_IND_001,2W,2.9,33.81,80,1.34,3.3,2026-05-04 19:20:00,2026-05-04 19:46:47,1
SESS_01178,HSR Layout,TX_HSR_010,4W,72.0,34.98,100,46.81,7.2,2026-05-04 19:20:00,2026-05-05 02:29:07,1
SESS_01975,HSR Layout,TX_HSR_010,4W,45.0,20.16,80,26.93,7.2,2026-05-04 19:23:00,2026-05-04 23:29:49,1
SESS_02785,Koramangala,TX_KOR_003,Commercial,80.0,20.89,90,55.29,50.0,2026-05-04 19:25:00,2026-05-04 20:37:58,1
SESS_01663,Koramangala,TX_KOR_003,4W,30.0,18.59,100,24.42,50.0,2026-05-04 19:25:00,2026-05-04 19:57:14,1
SESS_01488,HSR Layout,TX_HSR_003,4W,45.0,38.56,90,23.15,7.2,2026-05-04 19:26:00,2026-05-04 22:58:12,1
SESS_02862,Hebbal,TX_HEB_004,2W,4.0,37.65,90,2.09,3.3,2026-05-04 19:29:00,2026-05-04 20:10:52,1
SESS_01266,HSR Layout,TX_HSR_002,4W,72.0,25.34,100,53.76,7.2,2026-05-04 19:31:00,2026-05-05 03:43:47,1
SESS_02205,Indiranagar,TX_IND_004,2W,4.0,25.77,80,2.17,3.3,2026-05-04 19:32:00,2026-05-04 20:15:22,1
SESS_02687,Indiranagar,TX_IND_007,2W,4.0,31.21,100,2.75,3.3,2026-05-04 19:37:00,2026-05-04 20:32:02,1
SESS_02715,HSR Layout,TX_HSR_001,2W,4.0,29.47,90,2.42,3.3,2026-05-04 19:37:00,2026-05-04 20:25:25,1
SESS_03557,Electronic City,TX_ELE_003,2W,4.0,40.85,100,2.37,3.3,2026-05-04 19:38:00,2026-05-04 20:25:19,1
SESS_02882,HSR Layout,TX_HSR_007,2W,3.7,25.36,80,2.02,3.3,2026-05-04 19:38:00,2026-05-04 20:18:25,1
SESS_00406,HSR Layout,TX_HSR_008,2W,4.0,22.83,100,3.09,3.3,2026-05-04 19:39:00,2026-05-04 20:40:44,1
SESS_02953,Koramangala,TX_KOR_002,2W,4.0,19.39,100,3.22,3.3,2026-05-04 19:42:00,2026-05-04 20:46:29,1
SESS_00519,Indiranagar,TX_IND_002,2W,3.7,40.04,90,1.85,3.3,2026-05-04 19:42:00,2026-05-04 20:18:58,1
SESS_04807,HSR Layout,TX_HSR_004,4W,72.0,22.76,80,41.21,7.2,2026-05-04 19:45:00,2026-05-05 02:02:45,1
SESS_04860,HSR Layout,TX_HSR_006,2W,3.7,42.2,90,1.77,3.3,2026-05-04 19:47:00,2026-05-04 20:22:22,1
SESS_01297,Koramangala,TX_KOR_007,2W,4.0,20.14,100,3.19,3.3,2026-05-04 19:47:00,2026-05-04 20:50:53,1
SESS_00259,Electronic City,TX_ELE_002,2W,4.0,37.74,100,2.49,3.3,2026-05-04 19:47:00,2026-05-04 20:36:48,1
SESS_02691,Indiranagar,TX_IND_002,2W,3.7,11.69,80,2.53,3.3,2026-05-04 19:48:00,2026-05-04 20:38:32,1
SESS_03454,Koramangala,TX_KOR_007,4W,72.0,25.13,100,53.91,25.0,2026-05-04 19:50:00,2026-05-04 22:12:18,1
SESS_02047,Hebbal,TX_HEB_004,Commercial,200.0,31.66,100,136.68,50.0,2026-05-04 19:54:00,2026-05-04 22:54:25,1
SESS_02695,Electronic City,TX_ELE_002,2W,3.7,10.32,100,3.32,3.3,2026-05-04 19:56:00,2026-05-04 21:02:21,1
SESS_03119,Electronic City,TX_ELE_004,2W,2.9,14.76,90,2.18,3.3,2026-05-04 19:57:00,2026-05-04 20:40:38,1
SESS_03045,HSR Layout,TX_HSR_004,2W,2.9,12.73,80,1.95,3.3,2026-05-04 19:58:00,2026-05-04 20:37:00,1
SESS_04803,Electronic City,TX_ELE_005,4W,45.0,27.99,90,27.91,7.2,2026-05-04 19:58:00,2026-05-05 00:13:48,1
SESS_01673,Electronic City,TX_ELE_003,Commercial,120.0,5.0,90,102.0,120.0,2026-05-04 19:58:00,2026-05-04 20:54:06,1
SESS_00923,Electronic City,TX_ELE_003,2W,2.9,8.31,100,2.66,3.3,2026-05-04 20:00:00,2026-05-04 20:53:10,1
SESS_04624,Hebbal,TX_HEB_007,4W,72.0,20.68,90,49.91,25.0,2026-05-04 20:01:00,2026-05-04 22:12:45,1
SESS_02643,Electronic City,TX_ELE_003,2W,2.9,13.33,90,2.22,3.3,2026-05-04 20:01:00,2026-05-04 20:45:27,1
SESS_01708,Koramangala,TX_KOR_002,2W,2.9,22.11,100,2.26,3.3,2026-05-04 20:01:00,2026-05-04 20:46:10,1
SESS_00636,Koramangala,TX_KOR_008,4W,60.0,18.3,100,49.02,50.0,2026-05-04 20:07:00,2026-05-04 21:11:42,1
SESS_00047,HSR Layout,TX_HSR_007,2W,3.7,43.14,100,2.1,3.3,2026-05-04 20:09:00,2026-05-04 20:51:04,1
SESS_00044,Koramangala,TX_KOR_008,4W,30.0,16.37,90,22.09,7.2,2026-05-04 20:12:00,2026-05-04 23:34:28,1
SESS_00502,HSR Layout,TX_HSR_007,4W,45.0,23.76,90,29.81,7.2,2026-05-04 20:15:00,2026-05-05 00:48:13,1
SESS_00762,HSR Layout,TX_HSR_006,2W,2.9,32.03,100,1.97,3.3,2026-05-04 20:18:00,2026-05-04 20:57:25,1
SESS_03470,Hebbal,TX_HEB_006,2W,3.7,5.78,90,3.12,3.3,2026-05-04 20:21:00,2026-05-04 21:23:19,1
SESS_00801,HSR Layout,TX_HSR_007,2W,2.9,25.78,80,1.57,3.3,2026-05-04 20:21:00,2026-05-04 20:52:26,1
SESS_00100,Indiranagar,TX_IND_005,2W,3.7,42.55,100,2.13,3.3,2026-05-04 20:22:00,2026-05-04 21:04:30,1
SESS_03051,Electronic City,TX_ELE_001,2W,2.9,35.23,80,1.3,3.3,2026-05-04 20:24:00,2026-05-04 20:49:58,1
SESS_04222,HSR Layout,TX_HSR_005,2W,4.0,27.73,100,2.89,3.3,2026-05-04 20:25:00,2026-05-04 21:22:48,1
SESS_02407,Koramangala,TX_KOR_005,4W,30.0,24.28,100,22.72,7.2,2026-05-04 20:26:00,2026-05-04 23:54:14,1
SESS_01829,HSR Layout,TX_HSR_009,2W,3.7,8.45,80,2.65,3.3,2026-05-04 20:29:00,2026-05-04 21:21:56,1
SESS_00826,HSR Layout,TX_HSR_006,Commercial,200.0,23.77,100,152.46,120.0,2026-05-04 20:30:00,2026-05-04 21:53:51,1
SESS_01466,Indiranagar,TX_IND_006,2W,4.0,29.32,90,2.43,3.3,2026-05-04 20:31:00,2026-05-04 21:19:32,1
SESS_00953,Indiranagar,TX_IND_002,4W,60.0,12.83,100,52.3,25.0,2026-05-04 20:32:00,2026-05-04 22:50:04,1
SESS_01739,HSR Layout,TX_HSR_001,4W,45.0,22.54,90,30.35,7.2,2026-05-04 20:33:00,2026-05-05 01:11:15,1
SESS_00631,HSR Layout,TX_HSR_010,2W,4.0,31.18,100,2.75,3.3,2026-05-04 20:34:00,2026-05-04 21:29:03,1
SESS_02896,Hebbal,TX_HEB_003,4W,72.0,7.52,80,52.18,25.0,2026-05-04 20:36:00,2026-05-04 22:53:46,1
SESS_00680,Hebbal,TX_HEB_007,2W,3.7,28.66,100,2.64,3.3,2026-05-04 20:44:00,2026-05-04 21:36:47,1
SESS_02522,Koramangala,TX_KOR_005,2W,4.0,35.31,100,2.59,3.3,2026-05-04 20:46:00,2026-05-04 21:37:44,1
SESS_04281,HSR Layout,TX_HSR_008,2W,2.9,22.79,100,2.24,3.3,2026-05-04 20:47:00,2026-05-04 21:31:47,1
SESS_02066,Hebbal,TX_HEB_005,2W,2.9,16.02,80,1.86,3.3,2026-05-04 20:47:00,2026-05-04 21:24:06,1
SESS_01420,HSR Layout,TX_HSR_007,2W,3.7,30.47,100,2.57,3.3,2026-05-04 20:47:00,2026-05-04 21:38:27,1
SESS_01704,HSR Layout,TX_HSR_006,2W,3.7,44.16,100,2.07,3.3,2026-05-04 20:48:00,2026-05-04 21:29:19,1
SESS_02635,Koramangala,TX_KOR_003,2W,3.7,23.76,80,2.08,3.3,2026-05-04 20:52:00,2026-05-04 21:33:37,1
SESS_03291,HSR Layout,TX_HSR_002,4W,60.0,34.8,80,27.12,7.2,2026-05-04 20:54:00,2026-05-05 01:02:37,1
SESS_01015,Hebbal,TX_HEB_004,Commercial,120.0,33.69,100,79.57,50.0,2026-05-04 20:55:00,2026-05-04 22:40:01,1
SESS_01977,Hebbal,TX_HEB_003,2W,3.7,30.93,100,2.56,3.3,2026-05-04 20:56:00,2026-05-04 21:47:06,1
SESS_01417,HSR Layout,TX_HSR_002,2W,3.7,28.1,100,2.66,3.3,2026-05-04 20:57:00,2026-05-04 21:50:12,1
SESS_03959,HSR Layout,TX_HSR_005,2W,2.9,49.27,100,1.47,3.3,2026-05-04 21:00:00,2026-05-04 21:29:25,1
SESS_01719,Koramangala,TX_KOR_007,2W,3.7,24.69,80,2.05,3.3,2026-05-04 21:03:00,2026-05-04 21:43:55,1
SESS_03097,HSR Layout,TX_HSR_007,2W,4.0,5.0,100,3.8,3.3,2026-05-04 21:04:00,2026-05-04 22:20:00,1
SESS_03545,HSR Layout,TX_HSR_008,2W,4.0,39.87,100,2.41,3.3,2026-05-04 21:05:00,2026-05-04 21:53:06,1
SESS_03728,Koramangala,TX_KOR_004,2W,2.9,20.36,90,2.02,3.3,2026-05-04 21:06:00,2026-05-04 21:46:23,1
SESS_04919,Electronic City,TX_ELE_003,2W,4.0,37.73,100,2.49,3.3,2026-05-04 21:11:00,2026-05-04 22:00:48,1
SESS_00842,Indiranagar,TX_IND_004,4W,60.0,33.04,100,40.18,25.0,2026-05-04 21:15:00,2026-05-04 23:01:03,1
SESS_00783,Electronic City,TX_ELE_005,4W,72.0,5.0,100,68.4,7.2,2026-05-04 21:17:00,2026-05-05 07:44:00,1
SESS_00407,Indiranagar,TX_IND_003,Commercial,80.0,32.25,100,54.2,120.0,2026-05-04 21:22:00,2026-05-04 21:51:48,1
SESS_04555,HSR Layout,TX_HSR_002,2W,2.9,10.83,100,2.59,3.3,2026-05-04 21:23:00,2026-05-04 22:14:43,1
SESS_02867,HSR Layout,TX_HSR_002,2W,4.0,25.81,100,2.97,3.3,2026-05-04 21:28:00,2026-05-04 22:27:21,1
SESS_02644,Electronic City,TX_ELE_005,2W,3.7,44.68,90,1.68,3.3,2026-05-04 21:29:00,2026-05-04 22:02:32,1
SESS_01802,Indiranagar,TX_IND_004,2W,4.0,49.27,100,2.03,3.3,2026-05-04 21:30:00,2026-05-04 22:10:34,1
SESS_02300,Hebbal,TX_HEB_004,2W,2.9,11.84,100,2.56,3.3,2026-05-04 21:36:00,2026-05-04 22:27:07,1
SESS_03270,Hebbal,TX_HEB_007,4W,45.0,15.4,100,38.07,7.2,2026-05-04 21:37:00,2026-05-05 03:25:58,1
SESS_00075,Hebbal,TX_HEB_004,2W,3.7,17.37,100,3.06,3.3,2026-05-04 21:37:00,2026-05-04 22:38:08,1
SESS_00729,Hebbal,TX_HEB_006,2W,3.7,37.22,100,2.32,3.3,2026-05-04 21:38:00,2026-05-04 22:24:27,1
SESS_00652,Hebbal,TX_HEB_004,2W,2.9,33.56,100,1.93,3.3,2026-05-04 21:40:00,2026-05-04 22:18:32,1
SESS_02263,HSR Layout,TX_HSR_003,2W,4.0,14.53,100,3.42,3.3,2026-05-04 21:40:00,2026-05-04 22:48:22,1
SESS_01359,Hebbal,TX_HEB_005,2W,2.9,16.13,100,2.43,3.3,2026-05-04 21:46:00,2026-05-04 22:34:38,1
SESS_00074,Koramangala,TX_KOR_001,2W,3.7,26.45,100,2.72,3.3,2026-05-04 21:50:00,2026-05-04 22:44:25,1
SESS_01607,Koramangala,TX_KOR_004,2W,4.0,20.9,90,2.76,3.3,2026-05-04 21:50:00,2026-05-04 22:45:16,1
SESS_02537,HSR Layout,TX_HSR_005,4W,30.0,31.87,80,14.44,7.2,2026-05-04 21:58:00,2026-05-05 00:10:21,1
SESS_03982,HSR Layout,TX_HSR_003,Commercial,120.0,35.61,90,65.27,50.0,2026-05-04 22:02:00,2026-05-04 23:28:09,0
SESS_04100,HSR Layout,TX_HSR_009,2W,4.0,21.63,100,3.13,3.3,2026-05-04 22:21:00,2026-05-04 23:23:41,0
SESS_04090,HSR Layout,TX_HSR_008,2W,2.9,27.72,90,1.81,3.3,2026-05-04 22:23:00,2026-05-04 22:59:07,0
SESS_00824,HSR Layout,TX_HSR_006,2W,2.9,18.99,90,2.06,3.3,2026-05-04 22:24:00,2026-05-04 23:05:11,0
SESS_02711,Koramangala,TX_KOR_007,2W,2.9,10.92,90,2.29,3.3,2026-05-04 22:26:00,2026-05-04 23:11:52,0
SESS_03995,Koramangala,TX_KOR_004,2W,2.9,22.49,90,1.96,3.3,2026-05-04 22:28:00,2026-05-04 23:07:09,0
SESS_02128,HSR Layout,TX_HSR_007,4W,30.0,35.6,100,19.32,7.2,2026-05-04 22:38:00,2026-05-05 01:35:06,0
SESS_01926,Electronic City,TX_ELE_004,2W,3.7,17.33,100,3.06,3.3,2026-05-04 22:44:00,2026-05-04 23:45:10,0
SESS_01107,HSR Layout,TX_HSR_006,2W,4.0,28.21,90,2.47,3.3,2026-05-04 22:45:00,2026-05-04 23:34:25,0
SESS_02733,HSR Layout,TX_HSR_001,2W,4.0,7.51,90,3.3,3.3,2026-05-04 22:48:00,2026-05-04 23:53:59,0
SESS_04702,HSR Layout,TX_HSR_010,2W,2.9,32.3,100,1.96,3.3,2026-05-04 22:53:00,2026-05-04 23:32:15,0
SESS_00101,HSR Layout,TX_HSR_002,2W,3.7,33.7,90,2.08,3.3,2026-05-04 22:53:00,2026-05-04 23:34:39,0
SESS_01146,Hebbal,TX_HEB_006,2W,4.0,44.2,100,2.23,3.3,2026-05-04 22:55:00,2026-05-04 23:39:38,0
SESS_01934,HSR Layout,TX_HSR_009,4W,45.0,31.74,100,30.72,7.2,2026-05-04 23:02:00,2026-05-05 03:43:33,0
SESS_03616,HSR Layout,TX_HSR_009,2W,4.0,34.99,80,1.8,3.3,2026-05-04 23:02:00,2026-05-04 23:38:00,0
SESS_04908,HSR Layout,TX_HSR_009,2W,2.9,16.68,90,2.13,3.3,2026-05-04 23:10:00,2026-05-04 23:52:31,0
SESS_01527,HSR Layout,TX_HSR_002,2W,2.9,20.58,100,2.3,3.3,2026-05-04 23:18:00,2026-05-05 00:04:03,0
SESS_02632,HSR Layout,TX_HSR_010,4W,45.0,38.43,100,27.71,50.0,2026-05-04 23:28:00,2026-05-05 00:04:34,0
SESS_00702,HSR Layout,TX_HSR_010,2W,3.7,34.56,100,2.42,3.3,2026-05-04 23:30:00,2026-05-05 00:18:25,0
SESS_04465,Electronic City,TX_ELE_004,2W,2.9,10.37,90,2.31,3.3,2026-05-04 23:31:00,2026-05-05 00:17:11,0
SESS_02558,HSR Layout,TX_HSR_004,Commercial,200.0,27.96,90,124.09,120.0,2026-05-04 23:32:00,2026-05-05 00:40:14,0
SESS_04883,Hebbal,TX_HEB_002,2W,4.0,23.56,100,3.06,3.3,2026-05-04 23:33:00,2026-05-05 00:34:09,0
SESS_00764,HSR Layout,TX_HSR_006,4W,45.0,21.34,100,35.4,50.0,2026-05-04 23:38:00,2026-05-05 00:24:43,0
SESS_04303,HSR Layout,TX_HSR_010,4W,72.0,35.94,100,46.12,7.2,2026-05-04 23:40:00,2026-05-05 06:42:48,0
SESS_03236,HSR Layout,TX_HSR_006,2W,3.7,28.33,100,2.65,3.3,2026-05-04 23:49:00,2026-05-05 00:42:02,0
SESS_04879,HSR Layout,TX_HSR_002,2W,2.9,29.12,80,1.48,3.3,2026-05-04 23:55:00,2026-05-05 00:24:30,0
SESS_01859,Hebbal,TX_HEB_007,2W,4.0,7.95,80,2.88,3.3,2026-05-05 04:04:00,2026-05-05 05:01:38,0
SESS_01566,Whitefield,TX_WHI_003,Commercial,200.0,34.22,100,131.56,50.0,2026-05-05 04:11:00,2026-05-05 07:04:39,0
SESS_04695,Electronic City,TX_ELE_005,2W,2.9,48.49,100,1.49,3.3,2026-05-05 04:33:00,2026-05-05 05:02:52,0
SESS_00996,Indiranagar,TX_IND_007,2W,3.7,22.1,90,2.51,3.3,2026-05-05 04:47:00,2026-05-05 05:37:14,0
SESS_04481,Koramangala,TX_KOR_005,2W,4.0,14.12,90,3.04,3.3,2026-05-05 05:07:00,2026-05-05 06:07:42,0
SESS_02478,Whitefield,TX_WHI_001,4W,72.0,17.97,100,59.07,50.0,2026-05-05 05:16:00,2026-05-05 06:33:57,0
SESS_04261,Whitefield,TX_WHI_004,2W,3.7,30.83,100,2.56,3.3,2026-05-05 05:31:00,2026-05-05 06:22:11,0
SESS_02141,Whitefield,TX_WHI_004,2W,2.9,23.8,100,2.21,3.3,2026-05-05 05:36:00,2026-05-05 06:20:11,0
SESS_00747,Electronic City,TX_ELE_004,Commercial,80.0,9.87,80,56.1,80.0,2026-05-05 05:41:00,2026-05-05 06:27:16,0
SESS_01222,Koramangala,TX_KOR_001,4W,72.0,15.44,90,53.68,25.0,2026-05-05 05:54:00,2026-05-05 08:15:43,0
SESS_03795,Koramangala,TX_KOR_002,2W,4.0,32.73,100,2.69,3.3,2026-05-05 05:58:00,2026-05-05 06:51:49,0
SESS_03755,Hebbal,TX_HEB_001,2W,3.7,17.38,100,3.06,3.3,2026-05-05 06:01:00,2026-05-05 07:02:08,0
SESS_00886,Indiranagar,TX_IND_003,2W,4.0,45.58,100,2.18,3.3,2026-05-05 06:03:00,2026-05-05 06:46:32,0
SESS_00964,Koramangala,TX_KOR_006,2W,4.0,33.98,100,2.64,3.3,2026-05-05 06:05:00,2026-05-05 06:57:48,0
SESS_00916,Indiranagar,TX_IND_006,2W,4.0,29.01,90,2.44,3.3,2026-05-05 06:11:00,2026-05-05 06:59:47,0
SESS_02326,Indiranagar,TX_IND_008,2W,2.9,21.96,80,1.68,3.3,2026-05-05 06:14:00,2026-05-05 06:47:39,0
SESS_01907,Koramangala,TX_KOR_008,Commercial,80.0,25.85,100,59.32,50.0,2026-05-05 06:15:00,2026-05-05 07:33:17,0
SESS_03225,Koramangala,TX_KOR_007,4W,30.0,33.55,100,19.94,25.0,2026-05-05 06:19:00,2026-05-05 07:11:37,0
SESS_02220,Whitefield,TX_WHI_002,2W,4.0,14.53,100,3.42,3.3,2026-05-05 06:19:00,2026-05-05 07:27:22,0
SESS_03307,Indiranagar,TX_IND_001,2W,2.9,5.91,100,2.73,3.3,2026-05-05 06:20:00,2026-05-05 07:14:34,0
SESS_01972,Koramangala,TX_KOR_004,2W,3.7,14.62,100,3.16,3.3,2026-05-05 06:21:00,2026-05-05 07:24:10,0
SESS_00174,Whitefield,TX_WHI_002,Commercial,120.0,33.71,100,79.55,80.0,2026-05-05 06:21:00,2026-05-05 07:26:37,0
SESS_01533,Indiranagar,TX_IND_008,2W,2.9,17.53,100,2.39,3.3,2026-05-05 06:21:00,2026-05-05 07:08:50,0
SESS_04648,Hebbal,TX_HEB_003,Commercial,120.0,42.09,100,69.49,80.0,2026-05-05 06:21:00,2026-05-05 07:18:19,0
SESS_03696,Indiranagar,TX_IND_005,Commercial,80.0,20.99,100,63.21,50.0,2026-05-05 06:24:00,2026-05-05 07:47:26,0
SESS_04872,Whitefield,TX_WHI_004,Commercial,80.0,20.15,100,63.88,50.0,2026-05-05 06:25:00,2026-05-05 07:49:19,0
SESS_03768,Indiranagar,TX_IND_008,2W,4.0,9.21,90,3.23,3.3,2026-05-05 06:25:00,2026-05-05 07:29:37,0
SESS_00950,Electronic City,TX_ELE_003,2W,3.7,33.87,100,2.45,3.3,2026-05-05 06:27:00,2026-05-05 07:15:56,0
SESS_03718,Indiranagar,TX_IND_002,2W,4.0,40.58,90,1.98,3.3,2026-05-05 06:29:00,2026-05-05 07:08:32,0
SESS_01625,Electronic City,TX_ELE_005,2W,4.0,35.93,90,2.16,3.3,2026-05-05 06:31:00,2026-05-05 07:14:15,0
SESS_01250,Electronic City,TX_ELE_004,4W,45.0,18.91,100,36.49,7.2,2026-05-05 06:35:00,2026-05-05 12:09:30,0
SESS_01805,Koramangala,TX_KOR_001,2W,2.9,33.1,90,1.65,3.3,2026-05-05 06:35:00,2026-05-05 07:08:00,0
SESS_00677,Indiranagar,TX_IND_006,2W,4.0,26.52,100,2.94,3.3,2026-05-05 06:39:00,2026-05-05 07:37:47,0
SESS_02143,Indiranagar,TX_IND_001,4W,30.0,9.29,80,21.21,7.2,2026-05-05 06:40:00,2026-05-05 09:54:27,0
SESS_00114,Electronic City,TX_ELE_001,2W,3.7,35.32,100,2.39,3.3,2026-05-05 06:41:00,2026-05-05 07:28:51,0
SESS_02230,Indiranagar,TX_IND_006,2W,4.0,27.09,100,2.92,3.3,2026-05-05 06:41:00,2026-05-05 07:39:19,0
SESS_01813,Electronic City,TX_ELE_004,2W,2.9,25.9,100,2.15,3.3,2026-05-05 06:41:00,2026-05-05 07:23:58,0
SESS_00510,Indiranagar,TX_IND_006,4W,60.0,31.08,90,35.35,7.2,2026-05-05 06:46:00,2026-05-05 12:10:02,0
SESS_01838,Whitefield,TX_WHI_004,2W,3.7,51.57,100,1.79,3.3,2026-05-05 06:50:00,2026-05-05 07:25:50,0
SESS_04960,Indiranagar,TX_IND_003,2W,2.9,16.85,80,1.83,3.3,2026-05-05 06:53:00,2026-05-05 07:29:37,0
SESS_04692,Hebbal,TX_HEB_007,2W,4.0,25.0,100,3.0,3.3,2026-05-05 06:54:00,2026-05-05 07:54:00,0
SESS_03096,Indiranagar,TX_IND_002,2W,2.9,26.32,80,1.56,3.3,2026-05-05 06:58:00,2026-05-05 07:29:08,0
SESS_04792,Indiranagar,TX_IND_002,Commercial,120.0,23.62,100,91.66,80.0,2026-05-05 07:00:00,2026-05-05 08:15:36,0
SESS_02256,Hebbal,TX_HEB_006,2W,3.7,30.1,100,2.59,3.3,2026-05-05 07:01:00,2026-05-05 07:52:43,0
SESS_04854,Whitefield,TX_WHI_004,4W,45.0,20.73,100,35.67,7.2,2026-05-05 07:02:00,2026-05-05 12:29:00,0
SESS_02280,Hebbal,TX_HEB_002,2W,3.7,22.79,100,2.86,3.3,2026-05-05 07:02:00,2026-05-05 07:59:08,0
SESS_01547,Whitefield,TX_WHI_003,2W,2.9,5.02,90,2.46,3.3,2026-05-05 07:03:00,2026-05-05 07:52:17,0
